대화셋일련번호,고객의도,문장번호,고객질문(요청),개체명 ,지식베이스
A13688,대출서비스,1,디딤돌 대출 받을 수 있을까 하구요,"디딤돌대출,받을수","받을수,대출받을수"
A13689,대출서비스,1,디딤돌 대출 받고 싶은데요?,"디딤돌대출,받을수","받을수,대출받을수"
A13690,대출서비스,1,디딤돌 대출에 대해 문의하려구요,"디딤돌대출,문의","문의,질문"
A13691,대출서비스,1,디딤돌 대출 받을 수 있을까 하구요,"디딤돌대출,받을수","받을수,대출받을수"
A13692,대출서비스,1,디딤돌 대출에 대해 문의하려구요,"디딤돌대출,문의","문의,질문"
A13693,대출서비스,1,디딤돌 대출 문의합니다.,"디딤돌대출,문의","문의,질문"
A13694,대출서비스,1,내 생애 첫 주택대출이 어떤게 있나요?,첫 주택대출,"첫주택대출,주택담보대출"
A13695,대출서비스,1,청년전세대출 문의하려구요,"전세대출,문의","문의,문의상담"
A13696,대출서비스,1,청년전세대출 문의하려구요,"전세대출,문의","문의,문의상담"
A13697,대출서비스,1,대출연장을 하려면요?,대출연장,"대출연장,만기연장"
A13698,대출서비스,1,주택대출관련 정보를 얻고싶어요,"주택대출,정보","정보,내용"
A13699,대출서비스,1,주택대출관련 정보를 얻고싶어요,"주택대출,정보","정보,내용"
A13700,대출서비스,1,청년전세대출 문의하려구요,"전세대출,문의","문의,문의상담"
A13701,대출서비스,1,전세대출가능한 주택을 조회할 수 있나요?,"전세대출가능,조회","조회,알아볼수"
A13702,대출서비스,1,청년전세대출 문의하려구요,"전세대출,문의","문의,문의상담"
A13703,대출서비스,1,전세대출 연장시 문의사항이요,"전세대출연장,문의","문의,질문"
A13704,대출서비스,1,내 생애 첫 주택대출이 궁금해요,첫 주택대출,"첫주택대출,주택담보대출"
A13718,대출내역조회,1,제가 받고 있는 대출금 내역을 알고 싶어요,받고있는 대출금내역,"받고있는대출금내역,총대출액"
A13719,대출내역조회,1,대출금 내역을 알고 싶어요,대출금내역,"대출금내역,총대출액"
A13720,대출내역조회,1,신용대출 잔액 알고 싶어요,"신용대출,잔액","잔액,거래내역"
A13721,대출내역조회,1,대출금내역 알려주세요,대출금내역,"대출금내역,총대출액"
A13722,대출내역조회,1,카드대출 받은 내역좀 부탁드려요,"카드대출,내역,부탁","내역,조회해"
A13723,대출내역조회,1,신용대출 잔액 알려 주세요,"신용대출,잔액","잔액,거래내역"
A13724,대출내역조회,1,담보대출 잔액 알려주세요,"담보대출,잔액","잔액,거래잔고"
A13725,대출내역조회,1,카드론 받은거 상환하고 싶어요,,
A13726,대출내역조회,1,담보대출 잔액 알려주세요,"담보대출,잔액","잔액,거래잔고"
A13727,대출내역조회,1,카드론 받은금액이 다른거 같아요,카드론,카드론
A13728,대출내역조회,1,대출금내역 알려주세요,대출금내역,"대출금내역,총대출액"
A13729,대출내역조회,1,신용대출 잔액이 얼마나 남았죠?,"신용대출,잔액","잔액,거래내역"
A13730,대출내역조회,1,학자금 대출내역 알고 싶어요,학자금대출내역,"학자금대출내역,학자금대출잔액"
A13731,대출내역조회,1,학자금 대출내역 알고 싶어요,학자금대출내역,"학자금대출내역,학자금대출잔액"
A13732,대출내역조회,1,학자금 대출내역 알고 싶어요,학자금대출내역,"학자금대출내역,학자금대출잔액"
A13735,대출 서비스,1,신용카드로 대출 할 수 있습니까?,"신용카드,대출","대출,카드"
A13738,대출 서비스,1,대출 금리 낮출 수 있습니까?,"대출,금리","금리,이자율"
A13739,대출 서비스,1,신용카드로 대출 할 수 있나요?,"신용카드,대출","대출,카드"
A13740,대출 서비스,1,전세 대출의 잔금이 얼마 남았나요?,"전세,대출,잔금","대출,남은금액"
A13743,대출 서비스,1,적금으로 대출 할 수 있습니까?,"적금, 대출","대출,금융상품"
A13744,대출 서비스,1,대출문의요,"대출,문의","문의,금융상품"
A13745,대출 서비스,1,제가 받은 학자금 대출 확인하려고요,"학자금대출,확인","확인,대출"
A13748,대출 서비스,1,인터넷으로 대출상환 방법 알려주시겠어요?,"인터넷,대출,상환,방법","대출,금융상품"
A13750,신용 대출,1,신용 대출 해주세요,"신용,대출","대출,금융상품"
A13751,대출 서비스,1,대출 받으려고 하는데요,대출,"대출,금융상품"
A13752,대출 서비스,1,담보대출 금리 질문이요,"담보,대출,금리","대출,이자율"
A13759,담보 대출,1,아파트 담보 대출을 받을 수 있는지 확인해주세요,"아파트,담보,대출,확인","담보,금융상품"
A13760,대출 서비스,1,청약저축으로 대출 되는지 확인해주십시오,"청약,저축,대출,확인","저축,금융상품"
A13761,대출 서비스,1,폰뱅킹으로 대출원금 상환이 가능합니까요?,"폰뱅킹,대출,원금,상환","대출,금융상품"
A13762,대출 서비스,1,대출을 받아서 집을 짓고 싶은데요,"대출, 집","집,자택"
A13764,추가 대출,1,담보 대출 받았는데 추가로 가능합니까?,"담보,대출,추가,가능","대출,금융상품"
A13765,단기 대출,1,1억을 단기로 대출 받을 수 있습니까?,"1억, 단기, 대출","단기,금융상품"
A13770,대출 문의,1,바로받는 신용대출에 대한 광고를 봤습니다. 정말 바로 받을 수 있습니까?,"신용,대출,광고","대출,금융상품"
A13772,대출 서비스,1,전세 대출 하고싶네요,"전세,대출","대출,금융상품"
A13773,적금 대출,1,적금으로 대출 할라고요,"적금, 대출","대출,금융상품"
A13775,대출 서비스,1,인터넷으로 대출상환 하고싶어서요,"인터넷,대출,상환","대출,금융상품"
A13786,직장인 대출,1,직장인인데 대출 하고싶어요,"직장,대출","대출,금융상품"
A13792,학자금 대출,1,학자금대출을 받고싶어요,"학자금,대출","대출,금융상품"
A13797,대출 서비스,1,신용대출을 받고싶은데요,"신용,대출","대출,금융상품"
A13798,적금 대출 서비스,1,적금으로 대출 받을 수 있습니까?,"적금, 대출","대출,금융상품"
A13799,대출 서비스,1,대출 받을 수 있는지 확인 가능한지 알아봐주실래요?,"대출, 확인, 가능","확인,금융상품"
A13804,대출 서비스,1,전세자금대출 해보려고하는데 도와주세요,전세자금대출,"전세자금대출,대출"
A13808,대출 신청 문의,1,대출 신청할 때 본인이 직접 가야해요?,"대출, 신청, 본인","신청,금융상품"
A13809,신용카드 대출,1,신용카드로 대출 하고 싶은데요,"신용카드,대출","대출,금융상품"
A14174,신용대출,1,안녕하세요 제가 신용대출을 좀 알아보고 있어요,신용대출,"신용대출,대출"
A14175,신용대출,1,"수고하십니다, 신용대출때문에 문의좀 드릴께요?","신용대출, 문의","문의,상담"
A14176,신용대출,1,안녕하십니가 신용대출을 알아보는데 제가 조건이 되나 싶어서요.,신용대출,"신용대출,대출"
A14177,신용대출,1,안녕하세요 OO은행이지요?,우리은행,"우리은행,금융기관"
A14178,신용대출,1,수고하십니다 OO은행이지요?,농협,"농협,금융기관"
A14193,신용대출문의,1,수고하십니다 혹시 신용대출을 인터넷으로 신청할 수 있나요?,"신용대출, 인터넷, 신청","인터넷,접수"
A14194,버팀목대출,1,안녕하세요 전세대출 문의좀 할수 있을까요?,"전세대출, 문의","문의,대출"
A14195,대출 문의 ,1,수고하십니다 제가 아파트 매매로 대출을 하려고 하는데요,"아파트, 매매, 대출","매매,집"
A14205,신용대출,1,안녕하세요 제가 신용대출좀 받아볼까 해서 전화드렸어요,"신용대출, 전화","전화,대출"
A14206,담보대출 문의,1,수고하십니다 제가 담보대출에 관련해 질문좀 드릴께요?,"담보대출, 질문","질문,대출"
A14207,신용대출,1,제가 대출이가능한지 알고 싶어 전화드렸어요,"대출,","대출,신용대출"
A14208,담보대출,1,안녕하세요 담보대출이라는게 정확히 뭐죠?,담보대출,"담보대출,대출"
A14209,신용대출,1,안녕하세요 제가 대출을 받아볼까 하는데요,대출,"대출,은행"
A14210,신용대출,1,수고하십니다 혹시 신용대출 상담 가능할까요?,"신용대출, 상담","상담,문의"
A14244,대출 서비스,1, 중도 대출 상환 문의 입니다.,대출 상환,"대출상환,대부"
A14245,대출 서비스,1, 내가든 적금으로 대출이 되나요?,"적금,대출","대출,대부"
A14246,대출 서비스,1, 담보 대출상환을 인터넷으로도 할 수 있어요?,문의 대출 상환 인터넷,"문의대출상환인터넷,온라인"
A14247,대출 서비스,1,주택 담보대출 받았는데요.  금리를 조정 할  수 있습니까?,"담보,대출,금리","대출,이율"
A14248,대출 서비스,1, 담보대출 받으려고 하는데요. 꼭 본인이 직접 가야 대출이 되나요?,담보/대출,"대출,담보대출"
A14249,카드 대출,1,저기요 제가 가진 신용카드로 대출 할 수 있습니까?,신용카드/대출,"대출,대부"
A14250,대출 서비스,1,대학생인데요. 학자금대출 가능한지 알아봐 주세요?,대학생/학자금대출/가능,"학자금대출,문의"
A14253,대출 서비스,1,대출이 좀 필요해서 문의좀 드릴께요,대출 문의,"대출문의,상담"
A14254,보험 대출,1,보험으로 대출 가능한지 알아보려구요?,보험/대출/가능,"대출,대부"
A14256, 전세자금대출,1, 전세자금 대출 문의 입니다.,전세자금대출,"전세자금대출,대출종류"
A14267, 신용대출,1,신용대출을  좀  받고 싶은데요?,신용대출,"신용대출,대출"
A14299,  담보대출,1, 담보 대출좀 받으려구요?,"신한은행,고객","고객,대출"
A14415,대출문의,1,안녕하세요~ 제가 전세자금대출을 받아야하는데요 제가 가능할까싶어서요 ,"전세자금대출,대상","대상,해당자"
A14416,대출문의,1,안녕하세요~ 전세자금대출 정보 좀 알려고하는데요 ,전세자금대출/ 대상,"대상,대출종류"
A14417,대출문의,1,안녕하세요~ 제가 지금 버팀목전세자금 대출을 받고 있는데요  추가로 더 받을수 있을까해서요,대출,"대출,현금"
A14418,대출 문의 ,1,안녕하세요~ 궁금한게 있어서 전화드렸어요 ~,"대출,문의","문의,상담"
A14419,대출 문의 ,1,안녕하세요~ 제가 대출을 받고 있는데요 이자금액이 궁금해서요 ,"대출,이자","이자,수수료"
A14420,대출문의,1,안녕하세요~ 대출문의 좀 하려고요 ,"대출,문의","문의,상담"
A14421,대출문의,1,안녕하세요~ 대출 문의 좀 하려고요 ,대출,"대출,빌린돈"
A14436,수시대출,1,안녕하세요 마이너스통장을 만들고 싶으데요 방법좀 알려주세요~,수시대출,"수시대출,수시대출(마이너스통장)"
A16870,대출한도,1,조건없이 신용대출 받을 수 있나요?,"신용, 대출","대출,금융상품"
A16880,학자금대출,1,학자금 대출이 가능한가요?,"학자금, 대출","대출,금융상품"
A16881,대출문의,1,전세자금 대출이 대상이 어떻게 되나요?,"전세자금대출, 대상","대상,대출종류"
A16887,대출문의,1,대출금리가 인하할 수 있나요?,"대출, 금리, 인하","금리,이자"
A16888,담보대출,1,"정기예금, 적금을 담보로 대출이 가능하나요?","정기, 예금, 적금, 담보, 대출","예금,금융상품"
A16893,담보대출,1,적금을 담보로 대출이 가능하나요?,"적금, 담보, 대출","담보,금융상품"
A16915,신용대출,1,신용대출 받으려고 하는데요. ,신용대출,"신용대출,대출"
A16916,전세자금대출,1,전세자금대출 문의합니다. ,전세자금대출,"전세자금대출,대출"
A16932,대출문의,1,적금 담보로 대출 좀 받으려고요.,적금,"적금,적금상품"
A16939,전세대출,1,신혼부부 전세대출 받으려고 합니다. ,신혼부부,"신혼부부,신분"
A17001,전세자금대출,1,제가 현재 월세로 살고 있는데요.,월세,"월세,거주형태"
A17002,전세자금대출,1,OOO 전세자금대출에 대해 안내받고 싶어서 연락드렸어요.,"전세자금대출, 안내, 연락","안내,전화"
A17003,전세자금대출조건,1,OOO 전세자금대출 받고 싶은데요.,전세자금대출,"전세자금대출,대출"
A17004,전세자금대출조건,1,OOO 전세자금대출을 받으려는데 대출신청자에 대한 조건이 있을까요?,"전세자금대출, 대출신청자, 조건","대출신청자,기준"
A17005,전세자금대출조건,1,"안녕하세요, 제가 전세자금대출을 받을 수 있는지 궁금해서요.","전세자금대출, 궁금","궁금,질문"
